Supplier Name,Status,Score,Line Of Business,Supplier Number,Services,BuildingNm,Street1Addr,Street2Addr,Street3Addr,CityNm,GeographicLocationCd,CountryCd,PostalCd,TelephoneNum,AddressTypeTp,CreBy,CreDttm,SupplierNm,SupplierTypeCd,EmployeesQty,NatureOfBusinessOrServicesTxt,FirmLegalNm,Operated_Under_Other_Business_,OtherBusinessNm,Subsidiary_Affiliate_Firm_,AffiliatesNm,Legal_Query_,LegalQueryDetailsTxt,IncorporationYr,IncorporationCountryCd,CompanyWebsiteUrl
SPSS ENGINEERING LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLFKT103782,"Provide engineering products and spares. Provision of Industrial products and consumables; pumps, motors, compressors, valves, gauges, special built packages, OEM spares, instrumentation fittings etc.",,#1 TATECO AVENUE,REFORM GASPARILLO,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,289-3976,PRIMARY,sales@spss-eng.com,28/05/2024 8:17:14 AM,SPSS ENGINEERING LIMITED,LIMITED LIABILITY,10,"Provide engineering products and spares. Provision of Industrial products and consumables; pumps, motors, compressors, valves, gauges, special built packages, OEM spares, instrumentation fittings etc.",SPSS ENGINEERING LIMITED,NO,,NO,,NO,,2016,TRINIDAD AND TOBAGO,www.spss-eng.com
CLOROL COGENCY LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLWHO109161,Janitorial and Building Maintenance Services,,"103 MAGNOLIA CIRCULAR, LA FLORISSANTE, D'ABADIE",,,ARIMA,ARIMA BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,267-6272,PRIMARY,clorolcogencyltd@gmail.com,04/06/2024 12:46:13 AM,CLOROL COGENCY LIMITED,LIMITED LIABILITY,15,Janitorial and Building Maintenance Services,CLOROL COGENCY LIMITED,NO,,NO,,NO,,2019,TRINIDAD AND TOBAGO,https://www.facebook.com/clorolcogencyfb
"SPARKLING CLEANING, CONSTRUCTION AND GENERAL SERVICES LTD",ACCEPTED,1,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLCNQ108817,CLEANING AND GENERAL CONTRACTING,,Philadelphia Crown Trace ,Whim Village ,,TOBAGO,TOBAGO,TRINIDAD AND TOBAGO,0000,18684904749,PRIMARY,sparklingcleaningcgs@gmail.com,12/06/2024 12:26:20 PM,"SPARKLING CLEANING, CONSTRUCTION AND GENERAL SERVICES LTD",LIMITED LIABILITY,8,CLEANING AND GENERAL CONTRACTING,"SPARKLING CLEANING, CONSTRUCTION AND GENERAL SERVICES",NO,,NO,,NO,,2017,TRINIDAD AND TOBAGO,
SCL (TRINIDAD) LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLQJJ101930,"Manufacturing of Industrial and Janitorial Chemicals and Concrete Engineering Products. Suppliers of Lubricants, Janitorial Accessories and Industrial Raw Materials. ",SCL (TRINIDAD) LIMITED,LP #45 Saddle Road,San Juan,,SAN JUAN,SAN JUAN/LAVENTILLE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,140425,8686755555,PRIMARY,s.edwards@scl-group.com,12/06/2024 1:00:05 PM,SCL (TRINIDAD) LIMITED,LIMITED LIABILITY,80,"Manufacturing of Industrial and Janitorial Chemicals and Concrete Engineering Products. Suppliers of Lubricants, Janitorial Accessories and Industrial Raw Materials. ",SCL (TRINIDAD) LIMITED,YES,SPECIALIST CHEMICALS LIMITED,NO,,NO,,1979,TRINIDAD AND TOBAGO,http://scl-group.com
ORB DISTRIBUTORS LTD,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLTNI105524,"Wholesale Distribution- Safety, Medical & Janitorial Consumables. ",ORB DISTRIBUTORS LTD,19 BERTRAND STREET,,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,600728,868-219-4667,SECONDARY,orbdistributorsltd@gmail.com,18/06/2024 3:38:04 PM,ORB DISTRIBUTORS LTD,LIMITED LIABILITY,4,"Wholesale Distribution- Safety, Medical & Janitorial Consumables. ",ORB DISTRIBUTORS LTD,NO,,NO,,NO,,2017,TRINIDAD AND TOBAGO,www.orbdistributors.com
G. SINGH MARKETING LTD,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLSHG106981,"COMPLETE TRADING SUPPLIER OF HARDWARE & CONSTRUCTION MATERIALS, WELDING, METALS, SAFETY, INDUSTRIAL PRODUCTS AND GENERAL SUPPLIES.",,LOT #10 DUNCAN VILLAGE,,,SAN FERNANDO,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,652-4451,PRIMARY,GOWRIESINGH4GSM@GMAIL.COM,21/06/2024 1:40:57 PM,G. SINGH MARKETING LTD,LIMITED LIABILITY,3,"COMPLETE TRADING SUPPLIER OF HARDWARE & CONSTRUCTION MATERIALS, WELDING, METALS, SAFETY, INDUSTRIAL PRODUCTS AND GENERAL SUPPLIES.",G. SINGH MARKETING LTD,NO,,NO,,NO,,1998,TRINIDAD AND TOBAGO,
BUILD BEYOND LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLUTN117235,"CIVIL/GENERAL CONSTRUCTION
MASONARY,PLUMBING,ELECTRICAL AND MAINTENANCE WORKS.
SUPPLY HARDWARE MATERIALS AND SUPPLIES.SAFTEY SUPPLIES AND CLEANING SUPPLIES",,#236 S.S. ERIN ROAD ,,QUARRY VILLAGE,SIPARIA ,SIPARIA BOROUGH CORPORATION,TRINIDAD AND TOBAGO,720129,8683100396,PRIMARY,buildbeyondltd@outlook.com,25/06/2024 3:55:16 PM,BUILD BEYOND LIMITED,LIMITED LIABILITY,2,"CIVIL/GENERAL CONSTRUCTION
MASONARY,PLUMBING,ELECTRICAL AND MAINTENANCE WORKS.
SUPPLY HARDWARE MATERIALS AND SUPPLIES.SAFTEY SUPPLIES AND CLEANING SUPPLIES",BUILD BEYOND LIMITED,NO,,NO,,NO,,2019,TRINIDAD AND TOBAGO,
LENNON SERVICES LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLLRN108957,"CONSTRUCTION, HYGIENE AND MISCELLANEOUS SERVICES",7D,"LA SARGESSE ROAD, UPPER SANTA CRUZ",,,SANTA CRUZ,NOT APPLICABLE,TRINIDAD AND TOBAGO,00000,8687206054,PRIMARY,lennonservicesltd@gmail.com,27/06/2024 11:23:59 AM,LENNON SERVICES LIMITED,LIMITED LIABILITY,35,"CONSTRUCTION, HYGIENE AND MISCELLANEOUS SERVICES",LENNON SERVICES LIMITED,NO,,NO,,NO,,2006,TRINIDAD AND TOBAGO,
SCARLET SUPPLIES LTD,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLQPQ111780,"Automotive, Industrial, Rentals, Service, Supplies, General Contracting  ",,30 Jaimungal Trace Penal Quinam Road ,,,SANFERNANDO,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,1-868-393-1721,PRIMARY,scarletsupplies@gmail.com,28/06/2024 4:13:19 PM,SCARLET SUPPLIES LTD,LIMITED LIABILITY,4,"Automotive, Industrial, Rentals, Service, Supplies, General Contracting  ",SCARLET SUPPLIES LIMITED,NO,,NO,,NO,,2010,TRINIDAD AND TOBAGO,N.A
ORBITAL BUILDING SANITATION CONTRACTING,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",SPGMF120378,"We provide comprehensive cleaning services for both commercial and domestic spaces. From office buildings to residential homes, our team ensures cleanliness and hygiene to create healthier environments for our clients.",,,,,,,,,,,orbitalsanitation@gmail.com,03/07/2024 2:57:52 PM,ORBITAL BUILDING SANITATION CONTRACTING,SOLE PROPRIETORSHIP,0,"We provide comprehensive cleaning services for both commercial and domestic spaces. From office buildings to residential homes, our team ensures cleanliness and hygiene to create healthier environments for our clients.",ORBITAL BUILDING SANITATION CONTRACTING,NO,,NO,,NO,,2023,TRINIDAD AND TOBAGO,
JAZCO MARKETING AND DISTRIBUTION LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLXPC102074,"Range of Products Janitorial, Safety, Paper Products, Office Stationery and Furniture, Food and Beverage,  Appliances, Tools, Hardware, Packaging, Miscellaneous",,123-125 Abercromby Street,,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,00000,625-2926,PRIMARY,matthewzakz@gmail.com,05/07/2024 3:02:35 PM,JAZCO MARKETING AND DISTRIBUTION LIMITED,LIMITED LIABILITY,6,"Range of Products Janitorial, Safety, Paper Products, Office Stationery and Furniture, Food and Beverage,  Appliances, Tools, Hardware, Packaging, Miscellaneous",JAZCO MARKETING AND DISTRIBUTION LIMITED,YES,D MOBILE OFFICE LIMITED,NO,,NO,,2010,TRINIDAD AND TOBAGO,www.jazco.co
VAN DER WAAL ,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLKBA121665,"We specialize in fluid transfer tools, oils, lubricants, material handling, degreasers, disinfectants and other cleaning agents.",,190 Beaucarro Road,,,FREEPORT,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,000000,18687838797,PRIMARY,sales@vanderwaaltt.com,11/07/2024 6:20:25 PM,VAN DER WAAL ,LIMITED LIABILITY,2,"We specialize in fluid transfer tools, oils, lubricants, material handling, degreasers, disinfectants and other cleaning agents.",VAN DER WAAL COMPANY LIMITED,NO,,NO,,NO,,2024,TRINIDAD AND TOBAGO,www.vanderwaaltt.com
BRYDEN PI LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLTES104227,"DISTRIBUTOR - MEDICAL EQUIPMENT, HEALTHCARE (PHARMACEUTICAL & NON-PHAMACEUTICAL) PROFESSIONAL, CONSUMER AND PERSONAL CARE ITEMS",BRYDEN PI LIMITED,5A CTC DRIVE,MACOYA ROAD,,TUNAPUNA,TUNAPUNA/PIARCO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,330730,868-612-5000,PRIMARY,tenders@brydenpi.com,18/07/2024 10:51:40 AM,BRYDEN PI LIMITED,LIMITED LIABILITY,435,"DISTRIBUTOR - MEDICAL EQUIPMENT, HEALTHCARE (PHARMACEUTICAL & NON-PHAMACEUTICAL) PROFESSIONAL, CONSUMER AND PERSONAL CARE ITEMS",BRYDEN PI LIMITED,NO,,NO,,NO,,2003,TRINIDAD AND TOBAGO,https://www.brydenpi.com
LEV ENTERPRISES LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLNUA107318,GENERAL CONTRACTING SERVICES / CONSULTANCY AND CATERING SERVICES,,#31 ORCHID DRIVE,MIDWAY PARK,,FREEPORT,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,530602,18687134582,PRIMARY,leventerprises868@gmail.com,18/07/2024 11:40:15 AM,LEV ENTERPRISES LIMITED,LIMITED LIABILITY,4,GENERAL CONTRACTING SERVICES / CONSULTANCY AND CATERING SERVICES,LEV ENTERPRISES LIMITED,NO,,NO,,NO,,2019,TRINIDAD AND TOBAGO,
CKM GENERAL CONTRACTING AND MAINTENANCE SERVICES,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",SPOBV106846,"JANITORIAL SERVICES AND SUPPLIES, MAINTENENCE AND MINOR CONTSTUCTION",,#7 Bishop Court,Signal Hill,,TOBAGO,TOBAGO,TRINIDAD AND TOBAGO,868,475-1835,MAILING,Ckmjanitorialservices@gmail.com,18/07/2024 2:27:35 PM,CKM GENERAL CONTRACTING AND MAINTENANCE SERVICES,SOLE PROPRIETORSHIP,4,"JANITORIAL SERVICES AND SUPPLIES, MAINTENENCE AND MINOR CONTSTUCTION",CKM GENERAL CONTRACTING AND MAINTENANCE SERVICES,NO,,NO,,NO,,2018,TRINIDAD AND TOBAGO,
OILFIELD AND MARINE TECHNOLOGIES COMPANY LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLIYM106243,"Sales and Services to the Government of Trinidad and Tobago, state Agencies and Petrochemical Industries",,69 SOUTH TRUNK ROAD,LA ROMAIN,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,650139,8682327578,,oilfieldandmarineltd@gmail.com,12/07/2024 9:24:32 AM,OILFIELD AND MARINE TECHNOLOGIES COMPANY LIMITED,LIMITED LIABILITY,8,"Sales and Services to the Government of Trinidad and Tobago, state Agencies and Petrochemical Industries",OILFIELD AND MARINE TECHNOLOGIES COMPANY LIMITED,YES,,NO,,NO,,2012,TRINIDAD AND TOBAGO,
432 LIVE LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLQRT104942,"Consultancy and Management Services - projects, event etc.",,"18 Fitt Street, Woodbrook",,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,00000,744-2446,PRIMARY,admin@432livelimited.com,15/07/2024 5:18:24 PM,432 LIVE LIMITED,LIMITED LIABILITY,3,"Consultancy and Management Services - projects, event etc.",432 LIVE LIMITED,NO,,NO,,NO,,2017,TRINIDAD AND TOBAGO,
BRANFORD GENERAL CONTRACTING SERVICES COMPANY LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLYPN104609,"Facilities Maintenance, Infrastructure Development, General Contracting, Electrical services, Plumbing and HVAC, Masonry and concrete work, Carpentry, Roofing ,Consulting Services, Janitorial Services, Facility Management, Special Projects, Sewer, Building Maintenance, Gypsum Work, Tiling, Painting (residential & commercial), Waste Management Disposal, Transportation, Food Service Sanitation, Tank Cleaning Services

 ",,150-1,"Bon Air Circular Road, Bon Air Gardens",,AROUCA,NOT APPLICABLE,TRINIDAD AND TOBAGO,35,8682213127,PRIMARY,branfordgen@yahoo.com,16/07/2024 12:03:28 PM,BRANFORD GENERAL CONTRACTING SERVICES COMPANY LIMITED,LIMITED LIABILITY,60,"Facilities Maintenance, Infrastructure Development, General Contracting, Electrical services, Plumbing and HVAC, Masonry and concrete work, Carpentry, Roofing ,Consulting Services, Janitorial Services, Facility Management, Special Projects, Sewer, Building Maintenance, Gypsum Work, Tiling, Painting (residential & commercial), Waste Management Disposal, Transportation, Food Service Sanitation, Tank Cleaning Services

 ",BRANFORD GENERAL CONTRACTING SERVICES COMPANY LIMITED,NO,,NO,,NO,,2011,TRINIDAD AND TOBAGO,
VEMARA CONSTRUCTION LTD,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLOQM107178,GENERAL CONTRACTING SERVICES,,"#31, ORCHID DRIVE",MIDWAY PARK,,FREEPORT,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,530602,18686856254,PRIMARY,Vemara868@gmail.com,16/07/2024 12:13:19 PM,VEMARA CONSTRUCTION LTD,LIMITED LIABILITY,0,GENERAL CONTRACTING SERVICES,VEMARA CONSTRUCTION LTD,NO,,NO,,NO,,2020,TRINIDAD AND TOBAGO,
ALL WORKS BASIC SUPPLIES LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLVOI101991,Supplies Contractor,,32 Jaipaul Street,Ste Madeleine,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,8683144638,PRIMARY,allworksupplies@gmail.com,17/07/2024 10:57:35 AM,ALL WORKS BASIC SUPPLIES LIMITED,LIMITED LIABILITY,10,Supplies Contractor,ALL WORKS BASIC SUPPLIES LIMITED,NO,,NO,,NO,,2016,TRINIDAD AND TOBAGO,
S BOODOO & SONS LTD,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLMKX104996,"GENERAL CONTRACTING ,Services Include:-
 Janitorial Services, Office Maintenance , Building Maintenance and repairs, Ground Maintenance ,Landscaping, Welding and Fabricating, Industrial Plant Fitting Works, Road Works and Maintenance,
Earth Works , Transport services , Equipment rentals ,Material and Consumable Supplier. ",,#6,Agnes Street ,Marabella ,MARABELLA ,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,0000,868-653-1467,PRIMARY,sboodooandsons@gmail.com,01/07/2024 1:24:26 PM,S BOODOO & SONS LTD,LIMITED LIABILITY,15,"GENERAL CONTRACTING ,Services Include:-
 Janitorial Services, Office Maintenance , Building Maintenance and repairs, Ground Maintenance ,Landscaping, Welding and Fabricating, Industrial Plant Fitting Works, Road Works and Maintenance,
Earth Works , Transport services , Equipment rentals ,Material and Consumable Supplier. ",S BOODOO & SONS LTD ,NO,,NO,,NO,,2013,TRINIDAD AND TOBAGO,
LESA BUSINESS SOLUTIONS ,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",SPWOJ105542,"Office Consumables , Printing Supplies and Leasing of Office Equipment and Contracting Services ",,,,,,,,,,,lesabusinesssolutions@gmail.com,21/06/2024 9:02:11 AM,LESA BUSINESS SOLUTIONS ,SOLE PROPRIETORSHIP,4,"Office Consumables , Printing Supplies and Leasing of Office Equipment and Contracting Services ",LESA BUSINESS SOLUTIONS ,NO,,NO,,NO,,2022,TRINIDAD AND TOBAGO,
CORPORATE AND MULTIMEDIA MARKETING,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",SPMOS108332,RETAIL & WHOLESALE,CORPORATE AND MULTIMEDIA MARKETING,#9 Lylelane Street,Felicity,,CHAGUANAS,CHAGUANAS BOROUGH CORPORATION,TRINIDAD AND TOBAGO,0000,8687904170,MAILING,corporateandmultimediamkt@gmail.com,02/07/2024 3:26:14 PM,CORPORATE AND MULTIMEDIA MARKETING,SOLE PROPRIETORSHIP,0,RETAIL & WHOLESALE,CORPORATE AND MULTIMEDIA MARKETING,YES,,NO,,NO,,,TRINIDAD AND TOBAGO,corporateandmultimediamkt@gmail.com
ANIL’S TYRE SERVICE LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLBQH105269,"The services provided are second to none and include the Construction of Box Drains, Kerbwall and Slipper Drains, Stabilization of Landslips, Construction of Bridges and Cylindrical Crossings, Gabion Baskets, Retaining Walls, Installation and Commissioning of Lighting Fixtures, Tiling, Painting, Demolition and Site Cleanup, Removal of Bulk Waste, Stock-pilers and Suppliers of all Road Building Materials, Rental of Excavator, Backhoe, Dump Trucks, 3 Ton Flat Bed Truck for transportation purposes. We are also Suppliers of all Brand and Sizes of New Agricultural, Industrial, Commercial, Light Truck and Passenger Tyres , Nitrogen Inflation and Computerized Speed Balancing. We are the Authorized Distributor and Battery Claim Centre for Power Master, Bosch, Optima Gel Batteries, Ultra Power, Motorbike and ATV Batteries.",,2523 Naparima Mayaro Road,,,RIO CLARO ,MAYARO/RIO CLARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,8683610208,PRIMARY,anilstyreservice@hotmail.com,27/06/2024 4:30:13 PM,ANIL’S TYRE SERVICE LIMITED,LIMITED LIABILITY,8,"The services provided are second to none and include the Construction of Box Drains, Kerbwall and Slipper Drains, Stabilization of Landslips, Construction of Bridges and Cylindrical Crossings, Gabion Baskets, Retaining Walls, Installation and Commissioning of Lighting Fixtures, Tiling, Painting, Demolition and Site Cleanup, Removal of Bulk Waste, Stock-pilers and Suppliers of all Road Building Materials, Rental of Excavator, Backhoe, Dump Trucks, 3 Ton Flat Bed Truck for transportation purposes. We are also Suppliers of all Brand and Sizes of New Agricultural, Industrial, Commercial, Light Truck and Passenger Tyres , Nitrogen Inflation and Computerized Speed Balancing. We are the Authorized Distributor and Battery Claim Centre for Power Master, Bosch, Optima Gel Batteries, Ultra Power, Motorbike and ATV Batteries.",ANIL’S TYRE SERVICE LIMITED,NO,,NO,,NO,,2007,TRINIDAD AND TOBAGO,
ENDEAVOUR HARDWARE SUPPLIES LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLFOU105546,"Hardware Supplies
",ENDEAVOUR HARDWARE SUPPLIES LIMITED,LP 57 Soogrim Street,Endeavour Road,,CUNUPIA,CHAGUANAS BOROUGH CORPORATION,TRINIDAD AND TOBAGO,0000,671-7992 / 468-3304,MAILING,ehsl-sarj@hotmail.com,28/06/2024 4:11:24 PM,ENDEAVOUR HARDWARE SUPPLIES LIMITED,LIMITED LIABILITY,10,"Hardware Supplies
",ENDEAVOUR HARDWARE SUPPLIES LIMITED,NO,,NO,,NO,,2010,TRINIDAD AND TOBAGO,endeavourhardware.com
ARBUNA MAINTENANCE COMPANY LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLHYR100227,Janitorial  / Landscaping & Facilities Maintenance Contractor,,"4 JAIPAUL STREET, ",STE MADELEINE,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,000000,698-1231,PRIMARY,amcltrinidad@gmail.com,25/06/2024 3:02:21 PM,ARBUNA MAINTENANCE COMPANY LIMITED,LIMITED LIABILITY,30,Janitorial  / Landscaping & Facilities Maintenance Contractor,ARBUNA MAINTENANCE COMPANY LIMITED,NO,,NO,,NO,,2007,TRINIDAD AND TOBAGO,
INSAFE INDUSTRIAL SUPPLIES LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLVLP106579,"Insafe Industrial Supplies Ltd; an innovative Safety Supplies Company incorporated in Trinidad specializing in:-
Safety - Full line of PPE
Industrial & Oilfield- (Pipes, Valves, Fittings SCH40, S/S, MI, Wire Ropes, lever hoist, slings, Gaskets etc) 
Welding - Electrodes, Cup brushes, Grinding & cutting disc, steel brushes, welding accessories 
Hardware - Angle Iron, Flats, Hammers, screws, bolts, nuts & washers, Tool kit, Construction ply, wheelbarrows, paintbrushes, silicone, nails, Padlocks, Tarpaulins, Purlins, Beams,  all hardware tools etc)
Fire supplies & Equipment - Fire extinguishers, signs, blankets, Hose, First Aid kits etc)
Protective Clothing - Shirt & Pants, Coveralls Cotton & Nomex.",#12,"2ND BRANCH ROAD, HERMITAGE VILLAGE, LA-ROMAIN",SAME AS ABOVE,SAME AS ABOVE,SAN-FERNANDO,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,650722,283-6176,MAILING,insafeindustrialsupltd@gmail.com,13/06/2024 12:10:17 PM,INSAFE INDUSTRIAL SUPPLIES LIMITED,LIMITED LIABILITY,20,"Insafe Industrial Supplies Ltd; an innovative Safety Supplies Company incorporated in Trinidad specializing in:-
Safety - Full line of PPE
Industrial & Oilfield- (Pipes, Valves, Fittings SCH40, S/S, MI, Wire Ropes, lever hoist, slings, Gaskets etc) 
Welding - Electrodes, Cup brushes, Grinding & cutting disc, steel brushes, welding accessories 
Hardware - Angle Iron, Flats, Hammers, screws, bolts, nuts & washers, Tool kit, Construction ply, wheelbarrows, paintbrushes, silicone, nails, Padlocks, Tarpaulins, Purlins, Beams,  all hardware tools etc)
Fire supplies & Equipment - Fire extinguishers, signs, blankets, Hose, First Aid kits etc)
Protective Clothing - Shirt & Pants, Coveralls Cotton & Nomex.",INSAFE INDUSTRIAL SUPPLIES LIMITED,NO,NIL,NO,,NO,,2015,TRINIDAD AND TOBAGO,FACEBOOK - INSAFE INDUSTRIAL SUPPLIES LIMITED
DEBROS MARKETING & SERVICES COMPANY LTD.,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLCRL105219,General Maintenance/ Civil works/ Janitorial Services ,,20 Zinnia Drive,,,PLEASANTVILLE,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,868,7644569,,debros.marketing@gmail.com,13/06/2024 1:41:54 PM,DEBROS MARKETING & SERVICES COMPANY LTD.,LIMITED LIABILITY,40,General Maintenance/ Civil works/ Janitorial Services ,DEBROS MARKETING AND SERVICES CO. LTD.,NO,,NO,,NO,,1999,TRINIDAD AND TOBAGO,
RANCON CONTRACTING COMPANY LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLNRO104636,Construction/ Renovations/ Plumbing/ Electrical/ Civil Works ,,#11 LACKPAT ROAD ,,,TUNAPUA,TUNAPUNA/PIARCO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,000000,(868)743-8222,PRIMARY,randybhola@gmail.com,17/06/2024 3:52:13 PM,RANCON CONTRACTING COMPANY LIMITED,LIMITED LIABILITY,6,Construction/ Renovations/ Plumbing/ Electrical/ Civil Works ,RANCON CONTRACTING COMPANY LIMITED ,NO,,NO,,NO,,2010,TRINIDAD AND TOBAGO,NIL
JWALLA PERSAD SUPERMARKET,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",PNNVA107752,"Supermarket, Wholesaler and Retailer of Grocery Items, Stationery, Liquor, Phone Cards",,,,,,,,,,,sankarpersad@gmail.com,17/06/2024 4:46:30 PM,JWALLA PERSAD SUPERMARKET,PARTNERSHIP,7,"Supermarket, Wholesaler and Retailer of Grocery Items, Stationery, Liquor, Phone Cards",JWALLA PERSAD SUPERMARKET,NO,,NO,,NO,,2001,TRINIDAD AND TOBAGO,
RAMADHAR'S FOOD AND LIQUOR CENTRE AND COMPANY LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLGRP105385,Wholesale and retail supplier of grocery items,RAMADHAR'S FOOD AND LIQUOR CENTRE AND COMPANY LIMITED,49 Freeport Mission Road,,,FREEPORT,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,000000,8686730023,PRIMARY,lidiaramadhar@gmail.com,10/06/2024 12:00:08 PM,RAMADHAR'S FOOD AND LIQUOR CENTRE AND COMPANY LIMITED,LIMITED LIABILITY,6,Wholesale and retail supplier of grocery items,RAMADHAR'S FOOD AND LIQUOR CENTRE AND COMPANY LIMITED,NO,,NO,,NO,,1998,TRINIDAD AND TOBAGO,
A MOSES & SONS LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLSAF104450,"Government Contractors, Wholesalers, Agents, Distributors, Products (Safety, Janitorial, Power Tools, Tools and Implements)",A. MOSES & SONS LIMITED,181 Tragarete Road,,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,0000,"623-4482, 628-8928",,sales@amosestt.com,11/06/2024 12:15:10 PM,A MOSES & SONS LIMITED,LIMITED LIABILITY,15,"Government Contractors, Wholesalers, Agents, Distributors, Products (Safety, Janitorial, Power Tools, Tools and Implements)",A. MOSES & SONS LTD,NO,,NO,,NO,,1957,TRINIDAD AND TOBAGO,amosestt.com
ROJAN MARKETING LIMITED,NEW,0,"Toilet tissue dispensersLEVEL 1 (0 - $100,000.00)",LLIES103853,"Distributor of Janitorial Tool, Dispensers, Cleaning Chemicals, Paper Supplies, Packaging and Food Packaging Items.",,"19A El Socorro Road,",Extension No. 1,,SAN JUAN,SAN JUAN/LAVENTILLE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,612-4756,PRIMARY,admin@rojanmarketing.com,05/06/2024 10:43:11 AM,ROJAN MARKETING LIMITED,LIMITED LIABILITY,30,"Distributor of Janitorial Tool, Dispensers, Cleaning Chemicals, Paper Supplies, Packaging and Food Packaging Items.",ROJAN MARKETING LIMITED,NO,,NO,,NO,,2018,TRINIDAD AND TOBAGO,www.rojanmarketing.com
